"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","contributors","total_commits","commits_per_month"
"open-telemetry/opentelemetry-python-contrib","https://github.com/open-telemetry/opentelemetry-python-contrib","https://github.com/open-telemetry/opentelemetry-python-contrib.git","main","OpenTelemetry instrumentation for Python modules","openai-agents","1059","971","Python","","636","15973","2019-11-08T18:23:43Z","2026-06-12T21:48:06Z","2026-06-13T04:45:09Z","Apache-2.0","2408","463","3020","37.62"
"UTSAVS26/PyVerse","https://github.com/UTSAVS26/PyVerse","https://github.com/UTSAVS26/PyVerse.git","main","PyVerse is an open-source collection of diverse Python projects, tools, and scripts, ranging from beginner to advanced, across various domains like machine learning, web development, and automation.","openai-agents","197","322","Jupyter Notebook","algorithms,automation,blockchain,codepeak2024,contributions-welcome,cybersecurity,data-science,deep-learning,game-development,gssoc,gssoc-extd,gssoc24,hacktoberfest,machine-learning,python,swoc2025,web-development,wob-24","6","2861341","2024-09-15T11:53:07Z","2026-05-13T20:03:36Z","2025-09-28T02:27:08Z","MIT","377","221","3273","260.45"
"Somi-Project/Somi","https://github.com/Somi-Project/Somi","https://github.com/Somi-Project/Somi.git","master","Local-first AI agent framework with GUI, memory, web search, personality constructs, speech i/o, tools, skills, CLI & Telegram features — fully self-hosted via Ollama.","openai-agents","21","4","Python","ai-agents,ai-framework,arti,automation,cli,gui,homeb,local,local-llm,memory-management,ollama,python,self,storytelling,telegram,telegram-bot-ai-assistant","2","14570","2025-03-16T13:13:30Z","2026-05-19T17:28:34Z","2026-03-20T00:56:16Z","","368","2","421","34.32"
"study8677/OpenCMO","https://github.com/study8677/OpenCMO","https://github.com/study8677/OpenCMO.git","main","OpenCMO: An open-source, multi-agent AI Chief Marketing Officer built with OpenAI Agents SDK & Crawl4AI. Your BYOK alternative to $99/mo AI marketing agencies.","openai-agents","93","21","Python","ai,claude,cmo,open-ai","3","53006","2026-03-18T04:47:19Z","2026-06-13T16:40:29Z","2026-05-30T15:19:03Z","","73","9","380","156.16"
"hhhh124hhhh/Nexus-caiwu-agent","https://github.com/hhhh124hhhh/Nexus-caiwu-agent","https://github.com/hhhh124hhhh/Nexus-caiwu-agent.git","main","基于 Youtu-Agent 框架构建的Nexus财务智能体，专为A股市场设计。","openai-agents","18","4","Python","ai-agent,akshare,china-stock-market,data-analysis,financial-analysis,financial-analysis-tools,python,stock-analysis-with-python","1","24460","2025-09-14T11:56:07Z","2026-06-01T03:19:53Z","2026-02-19T12:45:03Z","NOASSERTION","158","17","795","150.95"
"openai/openai-cookbook","https://github.com/openai/openai-cookbook","https://github.com/openai/openai-cookbook.git","main","Examples and guides for using the OpenAI API","openai-agents","74145","12550","Jupyter Notebook","chatgpt,gpt-4,openai,openai-api","215","929950","2022-03-11T02:08:53Z","2026-06-13T18:41:34Z","2026-06-13T02:27:22Z","MIT","1555","371","1403","27.07"
"0xBallpoint/trapster-community","https://github.com/0xBallpoint/trapster-community","https://github.com/0xBallpoint/trapster-community.git","main","Modern honeypot supporting multiple services, realistic website cloning, and AI-powered features","openai-agents","161","17","Python","ai,cybersecurity,deceptive,honeypot,python","1","1872","2024-05-13T09:04:30Z","2026-06-08T01:48:48Z","2026-06-01T14:11:16Z","AGPL-3.0","749","7","227","9.09"
"databricks/app-templates","https://github.com/databricks/app-templates","https://github.com/databricks/app-templates.git","main","","openai-agents","154","128","TypeScript","","48","3724","2024-06-06T15:49:57Z","2026-06-12T13:13:46Z","2026-06-10T13:06:54Z","NOASSERTION","733","28","360","14.73"
"VitalyOborin/yodoca","https://github.com/VitalyOborin/yodoca","https://github.com/VitalyOborin/yodoca.git","main","Self-improving AI Assistant","openai-agents","20","7","Python","","0","2158","2026-02-18T22:04:07Z","2026-04-25T16:21:29Z","2026-03-29T20:13:49Z","Apache-2.0","38","3","348","274.74"
"matthewhand/open-swarm","https://github.com/matthewhand/open-swarm","https://github.com/matthewhand/open-swarm.git","main","","openai-agents","14","4","Python","","5","27042","2024-12-20T21:41:15Z","2026-06-12T04:49:03Z","2026-06-13T14:43:36Z","MIT","539","2","1149","63.95"
"lllllllama/DeepTrender","https://github.com/lllllllama/DeepTrender","https://github.com/lllllllama/DeepTrender.git","main","","openai-agents","18","1","Python","","0","121514","2025-12-11T06:44:34Z","2026-05-27T07:46:55Z","2026-05-27T07:46:50Z","MIT","167","2","66","11.86"
"ashgithub/ocigeniworkshop","https://github.com/ashgithub/ocigeniworkshop","https://github.com/ashgithub/ocigeniworkshop.git","main","python code for OCI AI workshop","openai-agents","21","8","Jupyter Notebook","","1","85855","2025-01-26T00:00:28Z","2026-06-10T23:57:19Z","2026-05-20T18:45:23Z","CC0-1.0","479","3","237","14.84"
"AsyncFuncAI/deepwiki-open","https://github.com/AsyncFuncAI/deepwiki-open","https://github.com/AsyncFuncAI/deepwiki-open.git","main","Open Source DeepWiki: AI-Powered Wiki Generator for GitHub/Gitlab/Bitbucket Repositories. Join the discord: https://discord.gg/gMwThUMeme","adalflow","16874","1903","Python","ai,codex,gemini,github,grok-cli,ollama,open-source,openai,openrouter,self-hosted,wiki","261","3994","2025-04-30T06:01:29Z","2026-06-13T19:52:41Z","2026-06-03T07:23:18Z","MIT","399","67","222","16.69"
"OrionStarAI/DeepV-Ki","https://github.com/OrionStarAI/DeepV-Ki","https://github.com/OrionStarAI/DeepV-Ki.git","main","DeepV-Ki — Instantly turn your code repository into a beautiful, interactive Wiki. An AI-powered documentation generator with RAG-based code Q&A, automatic architecture diagram generation, and multi-model support.","adalflow","299","12","Python","","2","4127","2025-12-30T08:11:46Z","2026-06-08T14:23:15Z","2026-03-26T04:16:01Z","MIT","85","2","22","7.76"
"Super-Chain/N8N-Genie","https://github.com/Super-Chain/N8N-Genie","https://github.com/Super-Chain/N8N-Genie.git","main","N8N Genie helps you to create N8N workflow by AI ","adalflow","13","5","Python","code-generation,n8n,n8n-automation,n8n-workflow,rag","0","6896","2025-07-17T02:37:08Z","2026-04-20T23:34:14Z","2025-08-26T03:24:34Z","MIT","40","4","23","17.25"
"tmlr-group/AlphaApollo","https://github.com/tmlr-group/AlphaApollo","https://github.com/tmlr-group/AlphaApollo.git","main","[arXiv:2510.06261] ""AlphaApollo: A System for Deep Agentic Reasoning""","adalflow","45","8","Python","","1","8753","2025-10-05T14:21:30Z","2026-05-18T09:11:39Z","2026-05-18T09:11:35Z","Apache-2.0","224","5","17","2.28"
"AmeNetwork/aser","https://github.com/AmeNetwork/aser","https://github.com/AmeNetwork/aser.git","main","Aser is a lightweight, self-assembling AI Agent frame.","swarms","467","33","Python","a2a-protocol,agent,agents,ai,ai-agent,ai-memory,aser,erc8004,llm,mcp,multi-agent,onchain-ai,rag,self-evolving-ai,text2sql,web3,workflow","3","1893","2025-02-25T05:32:01Z","2026-06-10T05:53:19Z","2026-04-21T22:46:22Z","MIT","420","2","102","7.29"
"The-Swarm-Corporation/ClawSwarm","https://github.com/The-Swarm-Corporation/ClawSwarm","https://github.com/The-Swarm-Corporation/ClawSwarm.git","main","A smaller, lighter-weight version of OpenClaw, natively multi-agent, compiles to Rust, and built on the Swarms framework and Swarms ecosystem. One API, unified messaging across Telegram, Discord, and WhatsApp with optional Claude-powered reasoning. ","swarms","169","28","Python","agent,agents,ai,claude-skills,clawdbot,gateway,grpc,ml,moltbook,multi-agent,openclaw,personal-agent,rpc,swarm-agent,swarms","12","570","2026-02-15T22:41:58Z","2026-06-13T15:59:04Z","2026-06-08T03:16:23Z","Apache-2.0","112","2","59","15.8"
"The-Swarm-Corporation/swarms-tools","https://github.com/The-Swarm-Corporation/swarms-tools","https://github.com/The-Swarm-Corporation/swarms-tools.git","main","Swarms Tools provides a vast array of pre-built tools for your agents, MCP servers, and multi-agent systems. ","swarms","39","9","Python","agents,agents-team,autogen,autogpt,gpt-4,langchain,langchain-python,llm,multi-agent,swarms","16","2532","2025-01-16T04:35:22Z","2026-05-24T07:22:00Z","2026-02-09T10:45:10Z","MIT","389","10","118","9.1"
"The-Swarm-Corporation/MedicalCoderSwarm","https://github.com/The-Swarm-Corporation/MedicalCoderSwarm","https://github.com/The-Swarm-Corporation/MedicalCoderSwarm.git","main","A production-grade multi-agent system for comprehensive medical diagnosis and coding using specialized AI agents.","swarms","53","6","Python","agentic-economy,agents,ai,ml,multi-agent,swarms","8","3024","2024-12-21T00:48:13Z","2026-06-11T19:58:27Z","2025-10-13T20:16:15Z","MIT","296","2","93","9.43"
"swarm-ai-research/swarm","https://github.com/swarm-ai-research/swarm","https://github.com/swarm-ai-research/swarm.git","main","SWARM: System-Wide Assessment of Risk in Multi-agent systems","swarms","35","5","Python","agi-safety,ai,ai-agent,ai-agents,ai-safety,alignment,clawxiv,emergent-behavior,governance,llm-agents,multi-agent-systems,openclaw,simulation","8","208822","2026-02-03T01:57:11Z","2026-06-13T20:02:17Z","2026-06-13T20:02:13Z","MIT","130","8","1737","400.85"
"MervinPraison/PraisonAI-Tools","https://github.com/MervinPraison/PraisonAI-Tools","https://github.com/MervinPraison/PraisonAI-Tools.git","main","","openlit, praisonai","32","21","Python","","13","1483","2024-05-03T06:32:11Z","2026-06-03T08:42:55Z","2026-06-12T20:10:01Z","MIT","770","6","93","3.62"
"asklokesh/loki-mode","https://github.com/asklokesh/loki-mode","https://github.com/asklokesh/loki-mode.git","main","Multi-agent autonomous SDLC framework. Spec to deployed app. PRD, GitHub issue, OpenAPI/JSON/YAML, or one-line brief. 5 AI providers, 11 quality gates.","openai-swarm","977","191","Shell","ai-agents,aider,anthropic,autonomous,ci-cd,claude,cline,code-review,devops,gemini,github-action,github-issues,loki-mode,multi-agent,openai-codex,openapi,pull-request-review,sdlc,spec-driven-development","10","52261","2025-12-26T16:26:14Z","2026-06-13T21:26:50Z","2026-06-12T17:29:32Z","NOASSERTION","168","5","1232","220.0"
"gowrishankar-infra/leanai","https://github.com/gowrishankar-infra/leanai","https://github.com/gowrishankar-infra/leanai.git","master","Fast, lightweight, self-improving AI that runs on any machine","openai-swarm","12","2","Python","","0","796","2026-04-08T17:11:56Z","2026-06-13T04:45:17Z","2026-06-13T04:45:14Z","NOASSERTION","65","2","109","50.31"
"hal9ai/hal9","https://github.com/hal9ai/hal9","https://github.com/hal9ai/hal9.git","main","Hal9 — Create and Share Generative Apps","openai-swarm","181","32","Python","api,chatbot,framework,frontend,genapp,hal9,langchain,llm,python,webapp","2","217686","2021-05-26T22:50:39Z","2026-04-28T20:43:06Z","2026-02-25T21:48:28Z","MIT","1735","27","1848","31.95"
"Harshit-J004/toolguard","https://github.com/Harshit-J004/toolguard","https://github.com/Harshit-J004/toolguard.git","main","The ""Cloudflare for AI Agents"". 7-layer security interceptor, real-time observability dashboard, and automated reliability testing for MCP and AI tool chains. Prevent hallucinations, prompt injection, and destructive tool calls.","openai-swarm","14","3","Python","agent-framework,ai-agents,ai-reliability,ai-testing,ai-tools,automation,crewai,developer-tools,function-calling,fuzzing,langchain,llm-agents,observability,pydantic,pytest,python,reliability,schema-validation,testing,tool-calling","0","2548","2026-03-17T18:18:24Z","2026-06-03T20:46:42Z","2026-05-04T12:00:08Z","MIT","47","2","113","72.13"
"exmemo-ai/exmemo","https://github.com/exmemo-ai/exmemo","https://github.com/exmemo-ai/exmemo.git","master","A personal knowledge management project aimed at unifying data storage, integrating information, and expanding cognitive abilities.","openai-swarm","17","2","Python","","0","5552","2024-09-30T08:21:51Z","2026-01-14T23:15:24Z","2025-07-29T09:29:23Z","NOASSERTION","302","2","442","43.91"
"mofa-org/mofa-obsolete","https://github.com/mofa-org/mofa-obsolete","https://github.com/mofa-org/mofa-obsolete.git","main","A software framework for building AI agents through composition.","openai-swarm","28","8","Python","","3","22582","2025-05-28T02:51:53Z","2026-03-28T02:40:54Z","2025-09-22T11:25:18Z","Apache-2.0","117","5","42","10.77"
"swarm-subnet/swarm","https://github.com/swarm-subnet/swarm","https://github.com/swarm-subnet/swarm.git","main","Swarm — Autonomous Drone Navigation","openai-swarm","16","22","Python","ai,ai-agents,drone,robotics,robotics-competition","1","107366","2025-06-19T07:07:59Z","2026-06-12T20:32:40Z","2026-06-13T21:14:56Z","MIT","359","6","899","75.13"
"HeKun-NVIDIA/hackathon_aiqtoolkit","https://github.com/HeKun-NVIDIA/hackathon_aiqtoolkit","https://github.com/HeKun-NVIDIA/hackathon_aiqtoolkit.git","main","","ragaai-catalyst","34","27","Python","","6","32324","2025-07-31T05:36:35Z","2026-04-13T05:31:42Z","2025-08-31T10:46:35Z","","31","2","8","7.74"
"NousResearch/atropos","https://github.com/NousResearch/atropos","https://github.com/NousResearch/atropos.git","main","Atropos is a Language Model Reinforcement Learning Environments framework for collecting and evaluating LLM trajectories through diverse environments","livekit-agents","1279","370","Python","","82","155377","2025-04-29T19:02:06Z","2026-06-13T15:37:05Z","2026-06-08T16:41:48Z","MIT","404","120","1606","119.26"
"implyinfer/jetson-orin-nano-field-kit","https://github.com/implyinfer/jetson-orin-nano-field-kit","https://github.com/implyinfer/jetson-orin-nano-field-kit.git","main","Start running LLMs, vision models, and camera pipelines in under an hour. This fully-configured single board computer comes with a bootable NVMe pre-loaded with Ollama, Llama.cpp, Roboflow vision inference, various LLM and VLM models, and 20+ applications ready to run. Save 40-120 hours of setup time.","livekit-agents","52","6","Python","edge-computing,jetpack,jetson-orin-nano","0","41047","2025-11-12T19:17:18Z","2026-06-06T23:16:52Z","2026-02-16T07:29:43Z","MIT","95","3","75","23.68"
"livekit-examples/python-agents-examples","https://github.com/livekit-examples/python-agents-examples","https://github.com/livekit-examples/python-agents-examples.git","main","Runnable examples for LiveKit Agents in Python","livekit-agents","286","128","TypeScript","","12","99784","2025-04-10T15:26:17Z","2026-06-12T17:19:49Z","2026-06-11T15:39:39Z","","427","14","142","9.98"
"speechmatics/speechmatics-academy","https://github.com/speechmatics/speechmatics-academy","https://github.com/speechmatics/speechmatics-academy.git","main","Speechmatics Academy","livekit-agents","124","20","Python","","1","34683","2025-11-14T10:44:42Z","2026-06-12T17:54:25Z","2026-06-12T17:54:27Z","MIT","210","8","257","36.71"
"livekit-examples/dev-day-demos","https://github.com/livekit-examples/dev-day-demos","https://github.com/livekit-examples/dev-day-demos.git","main","All of the deployed demos for LiveKit Dev Day 2025","livekit-agents","10","7","TypeScript","","3","4257","2025-11-18T00:30:53Z","2026-05-30T11:03:32Z","2026-04-21T20:57:57Z","","154","4","25","4.87"
"maximhq/maxim-py","https://github.com/maximhq/maxim-py","https://github.com/maximhq/maxim-py.git","main","Maxim's Python SDK","livekit-agents","11","2","Python","","14","14964","2025-04-30T08:57:02Z","2026-04-28T09:30:34Z","2026-04-28T09:31:13Z","Apache-2.0","363","10","134","11.07"
"memodb-io/memobase","https://github.com/memodb-io/memobase","https://github.com/memodb-io/memobase.git","main","User Profile-Based Long-Term Memory for AI Chatbot Applications. ","livekit-agents","2753","219","Python","ai-companion,ai-memory,chatgpt,llm-application,llm-memory,long-term-memory,memory,rag,retrieval,user-memory","28","17198","2024-09-03T03:20:53Z","2026-06-13T08:36:58Z","2026-01-11T03:51:40Z","Apache-2.0","495","15","467","28.3"
"di-osc/livekit-plugins-chinese","https://github.com/di-osc/livekit-plugins-chinese","https://github.com/di-osc/livekit-plugins-chinese.git","main","livekit agent plugins","livekit-agents","47","20","Python","agent,livekit,voice","9","525","2025-03-31T22:38:53Z","2026-06-08T01:37:57Z","2026-04-21T00:46:24Z","MIT","385","4","235","18.31"
"Nate711/pupperv3-monorepo","https://github.com/Nate711/pupperv3-monorepo","https://github.com/Nate711/pupperv3-monorepo.git","main","Monorepo for all Pupperv3 public code","livekit-agents","47","21","C++","","1","31133","2025-01-21T19:46:19Z","2026-06-13T16:53:26Z","2025-11-24T02:27:36Z","GPL-3.0","306","4","480","47.06"
"assistant-ui/assistant-ui","https://github.com/assistant-ui/assistant-ui","https://github.com/assistant-ui/assistant-ui.git","main","Typescript/React Library for AI Chat💬🚀","livekit-agents","10602","1064","TypeScript","ai-chatbot,chatbot,conversational-ai,copilot,radix-ui,react-chatbot,shadcn,ui-components,vercel-ai-sdk","3","95902","2023-11-22T16:01:17Z","2026-06-13T22:04:49Z","2026-06-13T22:05:40Z","MIT","934","115","3435","110.33"
"yepher/livekit_info","https://github.com/yepher/livekit_info","https://github.com/yepher/livekit_info.git","main","","livekit-agents","11","5","Python","","0","3478","2025-03-07T01:12:37Z","2025-08-14T12:33:47Z","2025-08-09T20:12:06Z","","155","2","103","19.94"
"lf1up/careersim","https://github.com/lf1up/careersim","https://github.com/lf1up/careersim.git","main","🎮 AI-Powered Career Skills SIMulator","livekit-agents","21","4","TypeScript","agent,ai,fastapi,fastify,langgraph,llm,microservices,nextjs,nodejs,prompt-engineering,python,reactjs,retrieval-augmented-generation,typescript,webapp","0","21542","2025-07-16T23:27:13Z","2026-06-11T15:54:27Z","2026-06-10T20:18:42Z","MIT","328","2","343","31.37"
"livekit/client-sdk-esp32","https://github.com/livekit/client-sdk-esp32","https://github.com/livekit/client-sdk-esp32.git","main","LiveKit Client SDK for ESP32 series chips. Easily enable real-time audio, video, and data for embedded projects.","livekit-agents","130","34","C","agents,c,embedded,esp32,real-time,webrtc","13","5554","2025-05-14T02:50:28Z","2026-06-12T19:52:55Z","2026-06-10T18:32:34Z","Apache-2.0","392","12","153","11.71"
"2FastLabs/agent-squad","https://github.com/2FastLabs/agent-squad","https://github.com/2FastLabs/agent-squad.git","main","Flexible and powerful framework for managing multiple AI agents and handling complex conversations","agent-squad","7653","721","Python","agentic-ai,agents,ai-agents,ai-agents-framework,anthropic,anthropic-claude,aws,aws-bedrock,aws-cdk,aws-lambda,chatbot,framework,generative-ai,machine-learning,openai,openaiapi,orchestrator,python,serverless,typescript","104","67348","2024-07-23T12:48:30Z","2026-06-13T20:09:30Z","2026-06-13T19:54:14Z","Apache-2.0","690","33","1175","51.09"
"code-philia/WebTestPilot","https://github.com/code-philia/WebTestPilot","https://github.com/code-philia/WebTestPilot.git","main","WebTestPilot: Agentic End-to-End Web Testing against Natural Language Specification by Inferring Oracles with Symbolized GUI Elements","lavague","11","2","Python","","0","36223","2026-02-12T07:45:24Z","2026-06-12T19:39:05Z","2026-06-11T07:58:47Z","CC-BY-4.0","119","2","17","4.29"
"mozilla-ai/aissert","https://github.com/mozilla-ai/aissert","https://github.com/mozilla-ai/aissert.git","main","","giskard","23","2","HTML","","11","3908","2025-02-17T09:40:24Z","2026-04-04T15:43:19Z","2026-03-26T15:47:35Z","MPL-2.0","402","5","63","4.7"
"jewettaij/moltemplate","https://github.com/jewettaij/moltemplate","https://github.com/jewettaij/moltemplate.git","master","A general cross-platform tool for preparing simulations of molecules and complex molecular assemblies","cheshire-cat","315","106","Python","amber,coarse-grained-molecular-dynamics,force-fields,lammps,lammps-data,lammps-script-creator,lammps-tool,molecular-dynamics,molecule-builder,molecule-editor,open-science,opls","16","22273","2016-12-01T10:47:55Z","2026-05-13T11:03:16Z","2025-11-17T07:13:13Z","MIT","3272","21","1018","9.33"
"OpenTransitTools/gtfsdb","https://github.com/OpenTransitTools/gtfsdb","https://github.com/OpenTransitTools/gtfsdb.git","main","GTFS ORM using SQLAlchemy","cheshire-cat","180","45","Python","gtfs,gtfs-rt,python","18","7612","2015-03-18T19:39:09Z","2026-06-12T08:46:25Z","2026-01-12T06:06:05Z","MPL-2.0","3952","18","558","4.24"
"nlesc-nano/CAT","https://github.com/nlesc-nano/CAT","https://github.com/nlesc-nano/CAT.git","master","A collection of tools designed for the automatic construction, and subsequent analysis, of chemical compounds.","cheshire-cat","20","2","Python","automation,chemistry,molecular-mechanics,python,quantum-mechanics,science,scientific-workflows","16","25660","2019-02-08T09:06:13Z","2025-06-16T15:28:17Z","2025-06-05T12:49:21Z","NOASSERTION","2309","5","1460","18.97"
"legacysurvey/imagine","https://github.com/legacysurvey/imagine","https://github.com/legacysurvey/imagine.git","main","The code that runs http://legacysurvey.org/viewer -- map-like viewer for astronomical images, especially the Dark Energy Camera Legacy Survey","cheshire-cat","34","13","Python","","20","8481","2014-11-20T15:49:28Z","2026-06-12T19:03:24Z","2026-06-12T19:03:21Z","BSD-3-Clause","4222","10","1916","13.61"
"databricks-solutions/databricks-genie-workbench","https://github.com/databricks-solutions/databricks-genie-workbench","https://github.com/databricks-solutions/databricks-genie-workbench.git","main","Genie Workbench is a unified developer tool for creating, scoring, and optimizing Databricks Genie Spaces.","cheshire-cat","58","11","Python","","73","19330","2026-03-02T19:30:46Z","2026-06-12T13:18:17Z","2026-06-12T22:38:37Z","NOASSERTION","102","11","1241","365.0"
"agno-agi/agno","https://github.com/agno-agi/agno","https://github.com/agno-agi/agno.git","main","Build, run, and manage agent platforms.","openlit","40672","5521","Python","agents,ai,ai-agents,developer-tools,python","910","289463","2022-05-04T15:23:02Z","2026-06-13T22:09:13Z","2026-06-13T20:53:03Z","Apache-2.0","1501","470","5697","113.86"
"trailofbits/buttercup","https://github.com/trailofbits/buttercup","https://github.com/trailofbits/buttercup.git","main","Buttercup finds and patches software vulnerabilities","openlit","1605","180","Python","","63","20844","2025-01-13T10:56:41Z","2026-06-11T00:16:05Z","2026-06-01T07:58:03Z","AGPL-3.0","503","21","884","52.72"
"shellphish/artiphishell","https://github.com/shellphish/artiphishell","https://github.com/shellphish/artiphishell.git","main","","openlit","138","29","Python","","2","358611","2025-07-28T04:43:55Z","2026-05-29T14:18:45Z","2025-08-27T19:52:54Z","MIT","30","2","6","6.0"
"fuzzingbrain/afc-crs-all-you-need-is-a-fuzzing-brain","https://github.com/fuzzingbrain/afc-crs-all-you-need-is-a-fuzzing-brain","https://github.com/fuzzingbrain/afc-crs-all-you-need-is-a-fuzzing-brain.git","stable","LLM-powered system that discovered 62 zero-day vulnerabilities across 26 open source projects. 4th place, DARPA AIxCC.","openlit","119","32","Python","","3","369705","2025-07-21T13:42:47Z","2026-06-13T05:58:14Z","2026-05-08T18:21:16Z","Apache-2.0","291","10","190","19.59"
"JudgmentLabs/judgeval","https://github.com/JudgmentLabs/judgeval","https://github.com/JudgmentLabs/judgeval.git","main","The Continuous-Improvement Stack for Agents. Our environment data and evals power agent improvement and monitoring.","openlit","1036","93","Python","agent,agentic-ai,agents,grpo,langchain,langgraph,llama-index,llm,llm-evaluation,llm-observability,open-source,openai,prompt-engineering,reinforcement-learning,rl","18","231028","2024-10-25T04:49:15Z","2026-06-12T21:05:57Z","2026-06-12T19:31:30Z","Apache-2.0","595","28","1757","88.59"
"open-edge-platform/edge-ai-libraries","https://github.com/open-edge-platform/edge-ai-libraries","https://github.com/open-edge-platform/edge-ai-libraries.git","main","Performance optimized libraries, microservices, and tools to support the development of Edge AI applications.","openlit","145","129","Python","libraries,microservices,samples,tools","28","597920","2025-03-05T16:30:51Z","2026-06-12T20:34:50Z","2026-06-12T20:34:45Z","Apache-2.0","464","111","1496","96.72"
"khan2a/telephony-mcp-server","https://github.com/khan2a/telephony-mcp-server","https://github.com/khan2a/telephony-mcp-server.git","main","A very simple no-fuss minimalist MCP Server with telephony tools like voice call and sms. This MCP Server can be integrated with LLM applications. Vonage API is used for calls, SMS, Speech-to-Text and Speech Recognition.","openlit","11","5","Python","mcp,mcp-server,python,telephony,vonage,vonage-voice","1","12507","2025-06-13T16:56:14Z","2026-06-07T14:00:27Z","2026-06-07T14:00:23Z","MIT","358","2","48","4.02"
"stevereiner/flexible-graphrag","https://github.com/stevereiner/flexible-graphrag","https://github.com/stevereiner/flexible-graphrag.git","main","Python, LlamaIndex, LangChain, Docker Compose: 15 Property Graph, 4 RDF , 10 Vector, OpenSearch, Elasticsearch, Alfresco DBs. 13 data sources (9 auto-sync), KG auto-building, Ontologies, LLMs, Docling or LlamaParse doc processing, GraphRAG, RAG only, Hybrid Search, AI Chat. TypeScript React, Vue, Angular frontends, FastAPI REST backend, MCP Server.","openlit","140","31","Python","ai-agent-memory,ai-chat,ai-context-extraction,ai-context-management,alfresco,arcadedb,docling,document-processing,falkordb,graphrag,hybrid-search,knowledge-graph,ladybugdb,langchain,llamaindex,llamaparse,mcp-server,neo4j,rag,semantic-search","3","36302","2025-08-05T23:49:36Z","2026-06-12T04:54:00Z","2026-06-02T14:50:59Z","Apache-2.0","300","2","91","9.1"
"zenbase-ai/aiai-cli","https://github.com/zenbase-ai/aiai-cli","https://github.com/zenbase-ai/aiai-cli.git","main","","openlit","17","1","Python","","7","415","2025-04-09T22:21:30Z","2025-06-24T04:24:38Z","2025-12-16T20:49:34Z","","250","4","134","16.08"
"BlueCentre/adk-agents","https://github.com/BlueCentre/adk-agents","https://github.com/BlueCentre/adk-agents.git","main","Agents built to run on Google's ADK framework","openlit","13","3","Python","adk,agent,ai,click,python,rich,textual","1","9552","2025-05-15T06:49:59Z","2026-05-18T04:50:02Z","2025-08-23T04:29:36Z","","99","3","371","112.42"
"davidmonterocrespo24/DaveAgent","https://github.com/davidmonterocrespo24/DaveAgent","https://github.com/davidmonterocrespo24/DaveAgent.git","main","DaveAgent is an intelligent AI-powered coding assistant that works in your current directory. It uses AutoGen . Join the discord: https://discord.gg/qFwvrmQN","openlit","10","2","Python","agent,autogen,claude,gemini-cli,llm,ollama,openai,self-hosted","1","2251","2025-10-31T16:04:58Z","2026-03-11T17:54:00Z","2026-03-11T17:53:57Z","MIT","131","3","275","62.98"
"phenobarbital/ai-parrot","https://github.com/phenobarbital/ai-parrot","https://github.com/phenobarbital/ai-parrot.git","main","Parrot is a new library to work with chatbots and agents with a very simple API","openlit","27","10","Python","artificial-intelligence,claude-ai,google-genai,groq-ai,openai,orchestration,xai-api","10","245735","2024-08-12T23:05:33Z","2026-06-13T17:58:54Z","2026-06-13T17:59:08Z","MIT","669","12","7490","335.87"
"swarmzero/swarmzero","https://github.com/swarmzero/swarmzero","https://github.com/swarmzero/swarmzero.git","main","SwarmZero's SDK for building AI agents, swarms of agents and much more.","openlit","273","50","Python","agent-swarms,ai,ai-agent,ai-agent-framework,ai-agents,ai-swarm,ai-swarms,artificial-intelligence,decentralized-ai,gen-ai,gennerative-ai,large-language-models,llm,multi-agent-framework,multi-agent-systems,swarm,swarms","0","1213","2024-08-09T21:16:48Z","2026-06-06T18:29:55Z","2025-08-06T08:38:40Z","Apache-2.0","361","7","59","4.9"
"JetAstra/SDAR","https://github.com/JetAstra/SDAR","https://github.com/JetAstra/SDAR.git","main","SDAR (Synergy of Diffusion and AutoRegression), a large diffusion language model（1.7B, 4B, 8B, 30B）","lagent","359","22","Python","","9","22424","2025-08-14T04:39:49Z","2026-06-13T05:46:12Z","2026-06-02T11:01:44Z","MIT","292","8","103","10.58"
"open-compass/GTA","https://github.com/open-compass/GTA","https://github.com/open-compass/GTA.git","main","[NeurIPS 2024 D&B] GTA: A Benchmark for General Tool Agents & [arXiv 2026] GTA-2","lagent","145","10","Python","llm-agent,llm-evaluation","1","12175","2024-06-06T11:46:09Z","2026-05-27T08:50:35Z","2026-04-20T06:28:54Z","Apache-2.0","682","8","83","3.65"
"InternLM/xtuner","https://github.com/InternLM/xtuner","https://github.com/InternLM/xtuner.git","main","A Next-Generation Training Engine Built for Ultra-Large MoE Models","lagent","5151","426","Python","agent,deepseek-v3,gpt-oss,intern-s1,internvl,kimi-k2,llm,multimodal,qwen3-moe,qwen3-vl,reinforcement-learning","334","167482","2023-07-11T03:18:13Z","2026-06-12T10:45:35Z","2026-06-12T09:21:32Z","Apache-2.0","1067","60","1284","36.1"
"pprp/ACBench","https://github.com/pprp/ACBench","https://github.com/pprp/ACBench.git","main","[ICML25] Agentic Compression Benchmark (ACBench)","lagent","16","5","Python","","2","17442","2024-12-09T06:34:00Z","2026-06-11T08:37:38Z","2025-07-02T04:27:45Z","MIT","204","5","52","7.65"
